saccadeOrDrift,duration,onsetIndex,offsetIndex,onsetTime,offsetTime,xStart,xEnd,yStart,yEnd,xAmplitude,yAmplitude,vectorAmplitude,direction,peakVelocity,meanVelocity,maximumExcursion
saccade,0.010417,366.000000,371.000000,0.760417,0.770833,0.103175,-0.131349,-0.023333,-0.023016,-0.234524,0.000317,0.234524,179.922442,32.019048,7.946308,0.234524,
saccade,0.012500,541.000000,547.000000,1.125000,1.137500,-0.107619,0.306984,-0.008889,0.009762,0.414603,0.018651,0.415022,2.575696,61.500447,11.748634,0.434805,
saccade,0.010417,606.000000,611.000000,1.260417,1.270833,0.320873,0.154841,0.013730,0.008333,-0.166032,-0.005397,0.166119,-178.138269,25.029130,7.756924,0.169382,
saccade,0.014583,813.000000,820.000000,1.691667,1.706250,-0.023016,0.341667,0.001825,0.043333,0.364683,0.041508,0.367037,6.493425,53.161959,9.365613,0.382642,
saccade,0.010417,1598.000000,1603.000000,3.327083,3.337500,0.735476,0.135000,-0.023175,-0.019603,-0.600476,0.003571,0.600487,179.659228,109.295265,20.591314,0.637144,
saccade,0.010417,1854.000000,1859.000000,3.860417,3.870833,0.171111,-0.186667,0.061825,0.059921,-0.357778,-0.001905,0.357783,-179.694968,67.390694,12.531261,0.376671,
saccade,0.012500,2015.000000,2021.000000,4.195833,4.208333,0.065317,0.541746,0.030000,0.037619,0.476429,0.007619,0.476489,0.916196,81.904762,15.241896,0.491667,
saccade,0.010417,2046.000000,2051.000000,4.260417,4.270833,0.396587,-0.063333,0.063175,0.062063,-0.459921,-0.001111,0.459922,-179.861581,83.430041,15.090629,0.488651,
saccade,0.012500,2063.000000,2069.000000,4.295833,4.308333,-0.055714,-0.560476,0.055714,0.063333,-0.504762,0.007619,0.504819,179.135224,85.200417,15.067372,0.510638,
saccade,0.010417,2190.000000,2195.000000,4.560417,4.570833,-0.469683,-0.188175,0.049762,0.049841,0.281508,0.000079,0.281508,0.016153,51.314374,8.464067,0.297937,
saccade,0.012500,2207.000000,2213.000000,4.595833,4.608333,-0.126508,0.282857,0.060159,0.068810,0.409365,0.008651,0.409456,1.210607,59.352384,10.332478,0.409456,
saccade,0.012500,2639.000000,2645.000000,5.495833,5.508333,-0.019921,0.239762,0.024444,0.026587,0.259683,0.002143,0.259691,0.472785,30.953090,8.406131,0.259691,
saccade,0.010417,2926.000000,2931.000000,6.093750,6.104167,0.052698,0.426667,0.000238,-0.005317,0.373968,-0.005556,0.374010,-0.851106,68.764440,11.046855,0.396225,
saccade,0.012500,3150.000000,3156.000000,6.560417,6.572917,0.213552,0.945208,-0.061528,-0.080625,0.731657,-0.019097,0.731906,-1.495157,113.648563,19.697749,0.751937,
saccade,0.014583,3197.000000,3204.000000,6.658333,6.672917,0.803413,0.396667,-0.043254,-0.037063,-0.406746,0.006190,0.406793,179.128054,57.811043,10.919131,0.428356,
saccade,0.012500,3215.000000,3221.000000,6.695833,6.708333,0.462540,0.261905,-0.040000,-0.036984,-0.200635,0.003016,0.200658,179.138815,28.533333,7.287222,0.200658,
saccade,0.010417,3726.000000,3731.000000,7.760417,7.770833,0.207937,-0.108333,0.060317,0.055714,-0.316270,-0.004603,0.316303,-179.166143,56.610562,11.581893,0.338669,
saccade,0.010417,3774.000000,3779.000000,7.860417,7.870833,0.032778,0.263333,0.023333,0.020000,0.230556,-0.003333,0.230580,-0.828315,42.044658,8.622256,0.244547,
saccade,0.012500,3791.000000,3797.000000,7.895833,7.908333,0.229286,0.538810,0.054841,0.056508,0.309524,0.001667,0.309528,0.308513,41.546281,9.540078,0.309528,
saccade,0.012500,3822.000000,3828.000000,7.960417,7.972917,0.463571,0.195000,0.070556,0.073492,-0.268571,0.002937,0.268587,179.373564,37.849939,7.881436,0.280172,
saccade,0.012500,3839.000000,3845.000000,7.995833,8.008333,0.109841,-0.149286,0.073333,0.078254,-0.259127,0.004921,0.259174,178.912125,27.523974,7.892369,0.259174,
saccade,0.012500,3998.000000,4004.000000,8.327083,8.339583,0.017381,0.452143,0.039286,0.000952,0.434762,-0.038333,0.436449,-5.038788,56.342638,12.854122,0.436449,
saccade,0.012500,4319.000000,4325.000000,8.995833,9.008333,0.382698,0.792143,-0.013095,-0.031667,0.409444,-0.018571,0.409865,-2.597021,47.266919,11.733773,0.409865,
saccade,0.014583,4413.000000,4420.000000,9.191667,9.206250,0.619365,0.166667,-0.003968,0.004603,-0.452698,0.008571,0.452780,178.915287,63.470168,12.534200,0.477035,
saccade,0.008333,4655.000000,4659.000000,9.695833,9.704167,0.119206,0.507778,-0.041111,-0.041667,0.388571,-0.000556,0.388572,-0.081918,72.552804,16.324634,0.388572,
saccade,0.010417,4925.000000,4930.000000,10.258333,10.268750,0.226429,0.650000,0.043254,0.050000,0.423571,0.006746,0.423625,0.912447,83.143488,17.860551,0.445967,
saccade,0.014583,4940.000000,4947.000000,10.289583,10.304167,0.787857,2.464603,0.090397,0.159524,1.676746,0.069127,1.678170,2.360789,226.477543,33.622430,1.678170,
saccade,0.018750,5053.000000,5062.000000,10.525000,10.543750,2.182619,1.812778,0.136667,0.130000,-0.369841,-0.006667,0.369901,-178.967312,33.119055,9.881739,0.369901,
saccade,0.012500,5452.000000,5458.000000,11.356250,11.368750,1.898492,2.113333,0.156984,0.150000,0.214841,-0.006984,0.214955,-1.861933,32.941281,8.047335,0.223363,
saccade,0.010417,5471.000000,5476.000000,11.395833,11.406250,2.050476,2.201905,0.165476,0.170238,0.151429,0.004762,0.151503,1.801161,24.914351,5.814681,0.151503,
saccade,0.014583,5546.000000,5553.000000,11.552083,11.566667,2.043492,1.745317,0.188095,0.195000,-0.298175,0.006905,0.298255,178.673452,40.552421,10.663164,0.318655,
saccade,0.014583,5726.000000,5733.000000,11.927083,11.941667,1.847857,2.050397,0.154921,0.149524,0.202540,-0.005397,0.202612,-1.526329,22.266870,5.477058,0.210687,
saccade,0.008333,5963.000000,5967.000000,12.420833,12.429167,1.888254,1.971190,0.137302,0.130317,0.082937,-0.006984,0.083230,-4.813551,14.228775,4.610065,0.083230,
saccade,0.014583,5983.000000,5990.000000,12.462500,12.477083,2.005000,2.189762,0.158254,0.174921,0.184762,0.016667,0.185512,5.154483,22.563993,6.275554,0.190488,
saccade,0.008333,6108.000000,6112.000000,12.722917,12.731250,1.923333,1.783095,0.205476,0.205000,-0.140238,-0.000476,0.140239,-179.805448,29.219103,10.839375,0.143969,
saccade,0.014583,6507.000000,6514.000000,13.554167,13.568750,1.739127,2.455476,0.190317,0.123704,0.716349,-0.066614,0.719440,-5.312692,90.016952,14.924874,0.719440,
saccade,0.022917,6557.000000,6568.000000,13.658333,13.681250,2.187222,1.670238,0.136429,0.195000,-0.516984,0.058571,0.520291,173.536268,34.572609,13.698525,0.520291,
