time,eyePositionTraceHoriz,eyePositionTraceVert,
0,0.0002381,7.9365e-05
0.0020833,-0.00035714,-7.9365e-05
0.0041667,-0.00035714,-0.00019841
0.00625,0.0002381,1.9082e-17
0.0083333,0.0016667,0.0002381
0.010417,0.0033333,0.003254
0.0125,0.0047619,0.007619
0.014583,0.0054762,0.011905
0.016667,0.005,0.014683
0.01875,0.005,0.015952
0.020833,0.0045238,0.015
0.022917,0.0052381,0.015
0.025,0.0066667,0.015
0.027083,0.0083333,0.015
0.029167,0.0097619,0.015
0.03125,0.010476,0.015317
0.033333,0.01,0.014841
0.035417,0.01,0.013889
0.0375,0.01,0.012778
0.039583,0.01,0.011825
0.041667,0.0098413,0.011032
0.04375,0.010079,0.011825
0.045833,0.010556,0.012778
0.047917,0.011111,0.013889
0.05,0.011587,0.015159
0.052083,0.011825,0.014841
0.054167,0.011349,0.014048
0.05625,0.011825,0.013889
0.058333,0.012778,0.014365
0.060417,0.013889,0.014365
0.0625,0.014841,0.013889
0.064583,0.015317,0.012937
0.066667,0.015,0.012937
0.06875,0.015,0.013571
0.070833,0.014524,0.014841
0.072917,0.015238,0.015317
0.075,0.016667,0.015
0.077083,0.017857,0.015
0.079167,0.02,0.015
0.08125,0.022143,0.015
0.083333,0.023333,0.015
0.085417,0.024762,0.015
0.0875,0.025476,0.015
0.089583,0.025,0.015
0.091667,0.025,0.015
0.09375,0.025,0.015
0.095833,0.025,0.015
0.097917,0.025476,0.015
0.1,0.024762,0.015
0.10208,0.023333,0.015
0.10417,0.02119,0.015
0.10625,0.020476,0.014524
0.10833,0.02119,0.015238
0.11042,0.024286,0.016508
0.1125,0.024286,0.018413
0.11458,0.022143,0.020317
0.11667,0.018333,0.021429
0.11875,0.015476,0.021667
0.12083,0.013095,0.022381
0.12292,0.015,0.022778
0.125,0.018571,0.023413
0.12708,0.023333,0.023413
0.12917,0.027857,0.022619
0.13125,0.03119,0.022302
0.13333,0.030238,0.022302
0.13542,0.028333,0.022619
0.1375,0.02619,0.023254
0.13958,0.025476,0.023016
0.14167,0.02619,0.023413
0.14375,0.028333,0.025079
0.14583,0.029762,0.027222
0.14792,0.030476,0.029206
0.15,0.03,0.030397
0.15208,0.03,0.030159
0.15417,0.029524,0.03
0.15625,0.030238,0.03
0.15833,0.031667,0.03
0.16042,0.033333,0.03
0.1625,0.034762,0.029841
0.16458,0.035952,0.030238
0.16667,0.034762,0.030476
0.16875,0.033333,0.030556
0.17083,0.031667,0.030476
0.17292,0.029286,0.030238
0.175,0.03,0.029841
0.17708,0.033333,0.029683
0.17917,0.037302,0.03
0.18125,0.039206,0.03119
0.18333,0.03873,0.032778
0.18542,0.035556,0.034286
0.1875,0.033016,0.035238
0.18958,0.033016,0.035159
0.19167,0.035238,0.035
0.19375,0.037143,0.035
0.19583,0.040873,0.035
0.19792,0.046111,0.035
0.2,0.049683,0.035
0.20208,0.052698,0.035
0.20417,0.053095,0.035
0.20625,0.052302,0.035
0.20833,0.05246,0.034841
0.21042,0.053889,0.035079
0.2125,0.054841,0.035556
0.21458,0.055635,0.03627
0.21667,0.054841,0.036349
0.21875,0.053889,0.03619
0.22083,0.05246,0.036032
0.22292,0.051508,0.036825
0.225,0.051746,0.038095
0.22708,0.055079,0.039524
0.22917,0.061984,0.040079
0.23125,0.070079,0.040159
0.23333,0.078571,0.04
0.23542,0.079524,0.04
0.2375,0.071905,0.04
0.23958,0.067857,0.04
0.24167,0.06881,0.04
0.24375,0.074841,0.039524
0.24583,0.083333,0.040079
0.24792,0.091111,0.041111
0.25,0.099286,0.043571
0.25208,0.11206,0.048413
0.25417,0.12294,0.05373
0.25625,0.12992,0.055873
0.25833,0.12119,0.05754
0.26042,0.12508,0.066349
0.2625,0.16056,0.085159
0.26458,0.21286,0.11091
0.26667,0.26813,0.13554
0.26875,0.3095,0.15028
0.27083,0.31972,0.15442
0.27292,0.3194,0.15637
0.275,0.32327,0.15821
0.27708,0.32518,0.16
0.27917,0.32643,0.16131
0.28125,0.32661,0.16161
0.28333,0.32625,0.16125
0.28542,0.32625,0.16125
0.2875,0.32732,0.16185
0.28958,0.32667,0.16127
0.29167,0.32202,0.15917
0.29375,0.31685,0.15589
0.29583,0.30863,0.15252
0.29792,0.29917,0.15012
0.3,0.29238,0.14976
0.30208,0.28738,0.14984
0.30417,0.28333,0.15
