time,eyePositionTraceHoriz,eyePositionTraceVert,
0,-0.0044759,-0.013385
0.0020833,-0.010149,-0.027141
0.0041667,-0.013953,-0.036509
0.00625,-0.016177,-0.042096
0.0083333,-0.017111,-0.04451
0.010417,-0.017041,-0.044358
0.0125,-0.016256,-0.042248
0.014583,-0.015045,-0.038787
0.016667,-0.014787,-0.033553
0.01875,-0.014819,-0.03128
0.020833,-0.014457,-0.027501
0.022917,-0.013492,-0.025384
0.025,-0.011977,-0.024887
0.027083,-0.010064,-0.025851
0.029167,-0.0080537,-0.027815
0.03125,-0.005391,-0.030788
0.033333,-0.0025308,-0.034057
0.035417,0.00033283,-0.036969
0.0375,0.0031287,-0.039663
0.039583,0.0050819,-0.041624
0.041667,0.0063112,-0.042756
0.04375,0.0066197,-0.042578
0.045833,0.0058109,-0.041731
0.047917,0.0050166,-0.039289
0.05,0.0042877,-0.035252
0.052083,0.0046361,-0.032825
0.054167,0.0058545,-0.029114
0.05625,0.0077653,-0.027023
0.058333,0.010084,-0.026574
0.060417,0.01268,-0.027063
0.0625,0.015477,-0.02813
0.064583,0.018243,-0.030345
0.066667,0.02052,-0.033205
0.06875,0.022762,-0.035721
0.070833,0.024751,-0.038747
0.072917,0.026267,-0.041449
0.075,0.027226,-0.043276
0.077083,0.027164,-0.043335
0.079167,0.027441,-0.042082
0.08125,0.027912,-0.039474
0.083333,0.027526,-0.035484
0.085417,0.027551,-0.032962
0.0875,0.02801,-0.029537
0.089583,0.029207,-0.027354
0.091667,0.030632,-0.026439
0.09375,0.032776,-0.026813
0.095833,0.035162,-0.027968
0.097917,0.038605,-0.030384
0.1,0.042482,-0.03334
0.10208,0.046444,-0.035707
0.10417,0.050396,-0.037779
0.10625,0.053807,-0.039446
0.10833,0.056523,-0.040166
0.11042,0.058228,-0.039917
0.1125,0.05862,-0.038935
0.11458,0.058959,-0.036793
0.11667,0.058584,-0.033535
0.11875,0.058951,-0.031303
0.12083,0.059353,-0.028291
0.12292,0.061157,-0.026209
0.125,0.063513,-0.025259
0.12708,0.066859,-0.025435
0.12917,0.070523,-0.026018
0.13125,0.074559,-0.027323
0.13333,0.078707,-0.029573
0.13542,0.082763,-0.031627
0.1375,0.086503,-0.033436
0.13958,0.089622,-0.035375
0.14167,0.091858,-0.0363
0.14375,0.092984,-0.036243
0.14583,0.093313,-0.035653
0.14792,0.092594,-0.034053
0.15,0.092456,-0.031446
0.15208,0.093608,-0.029333
0.15417,0.095758,-0.026826
0.15625,0.098816,-0.025279
0.15833,0.10224,-0.024695
0.16042,0.10639,-0.024953
0.1625,0.11092,-0.026164
0.16458,0.11572,-0.028158
0.16667,0.12053,-0.030243
0.16875,0.12444,-0.032105
0.17083,0.12818,-0.033197
0.17292,0.1307,-0.034455
0.175,0.13173,-0.034935
0.17708,0.1312,-0.034212
0.17917,0.13111,-0.033237
0.18125,0.1298,-0.030792
0.18333,0.1289,-0.02747
0.18542,0.12901,-0.024604
0.1875,0.13092,-0.02075
0.18958,0.13454,-0.017889
0.19167,0.13928,-0.016137
0.19375,0.14494,-0.015434
0.19583,0.15157,-0.01502
0.19792,0.15849,-0.015367
0.2,0.16603,-0.016521
0.20208,0.17296,-0.018142
0.20417,0.17858,-0.020051
0.20625,0.18244,-0.022847
0.20833,0.18409,-0.024887
0.21042,0.18334,-0.024975
0.2125,0.18218,-0.023976
0.21458,0.18162,-0.021673
0.21667,0.18186,-0.018131
0.21875,0.18244,-0.015278
0.22083,0.18323,-0.010705
0.22292,0.18543,-0.0076113
0.225,0.18859,-0.005972
0.22708,0.19288,-0.0056835
0.22917,0.19799,-0.0070507
0.23125,0.20358,-0.009585
0.23333,0.2087,-0.013141
0.23542,0.21301,-0.017032
0.2375,0.21662,-0.020386
0.23958,0.21948,-0.02325
0.24167,0.22144,-0.024942
0.24375,0.2226,-0.025154
0.24583,0.22281,-0.024612
0.24792,0.22297,-0.022115
0.25,0.22311,-0.017698
0.25208,0.2239,-0.01462
0.25417,0.22375,-0.010307
0.25625,0.22535,-0.0070943
0.25833,0.2276,-0.0051963
0.26042,0.23099,-0.0041201
0.2625,0.23517,-0.0041117
0.26458,0.23988,-0.0051763
0.26667,0.24511,-0.0074622
0.26875,0.25015,-0.0096911
0.27083,0.2541,-0.011819
0.27292,0.25719,-0.014843
0.275,0.25971,-0.017222
0.27708,0.26181,-0.017777
0.27917,0.26321,-0.017245
0.28125,0.26369,-0.015359
0.28333,0.26332,-0.012111
0.28542,0.26388,-0.0098001
0.2875,0.26414,-0.0063648
0.28958,0.26534,-0.0038179
0.29167,0.26659,-0.0025212
0.29375,0.26755,-0.0023238
0.29583,0.26844,-0.0034465
0.29792,0.2692,-0.0053312
0.3,0.27004,-0.0079902
0.30208,0.27102,-0.011299
0.30417,0.27177,-0.014152
0.30625,0.27242,-0.016627
0.30833,0.27296,-0.018231
0.31042,0.27358,-0.018669
0.3125,0.27394,-0.018086
0.31458,0.27439,-0.016308
0.31667,0.27548,-0.013288
0.31875,0.27726,-0.011252
0.32083,0.27833,-0.0088096
0.32292,0.27977,-0.0072164
0.325,0.28207,-0.0065089
0.32708,0.285,-0.0063399
