saccadeOrDrift,duration,onsetIndex,offsetIndex,onsetTime,offsetTime,xStart,xEnd,yStart,yEnd,xAmplitude,yAmplitude,vectorAmplitude,direction,peakVelocity,meanVelocity,maximumExcursion
saccade,0.037500,100.000000,118.000000,0.206250,0.243750,-0.082452,0.117928,-0.180572,0.085962,0.200380,0.266534,0.333455,53.064192,15.345067,6.802646,0.341603,
saccade,0.020833,108.000000,118.000000,0.222917,0.243750,-0.060528,0.117928,-0.023092,0.085962,0.178456,0.109054,0.209140,31.429069,15.345067,6.483136,0.213534,
saccade,0.025000,259.000000,271.000000,0.537500,0.562500,0.088191,0.158842,-0.014581,-0.266484,0.070651,-0.251903,0.261623,-74.332956,19.458854,5.963094,0.267113,
saccade,0.035417,315.000000,332.000000,0.654167,0.689583,0.057823,-0.765013,-0.311397,-0.524576,-0.822835,-0.213179,0.850002,-165.475250,46.599039,13.552034,0.860402,
saccade,0.020833,322.000000,332.000000,0.668750,0.689583,-0.312127,-0.765013,-0.367005,-0.524576,-0.452886,-0.157572,0.479515,-160.815798,46.599039,12.773056,0.488711,
saccade,0.037500,458.000000,476.000000,0.952083,0.989583,-0.843348,0.309381,-0.571023,-0.373432,1.152729,0.197590,1.169541,9.726607,62.951389,17.686314,1.177812,
saccade,0.020833,466.000000,476.000000,0.968750,0.989583,-0.367276,0.309381,-0.497193,-0.373432,0.676657,0.123761,0.687882,10.364840,62.951389,15.348518,0.696140,
saccade,0.018750,615.000000,624.000000,1.279167,1.297917,0.163697,0.979762,-0.372220,-0.279703,0.816065,0.092517,0.821292,6.467991,57.942138,18.558706,0.821292,
saccade,0.029167,615.000000,629.000000,1.279167,1.308333,0.163697,1.081321,-0.372220,-0.280098,0.917624,0.092122,0.922237,5.732827,57.942138,17.386342,0.938122,
saccade,0.020833,619.000000,629.000000,1.287500,1.308333,0.441069,1.081321,-0.320212,-0.280098,0.640251,0.040114,0.641507,3.585077,57.942138,14.429827,0.657073,
saccade,0.039583,783.000000,802.000000,1.629167,1.668750,0.862256,-0.437032,-0.440800,-0.719912,-1.299288,-0.279112,1.328929,-167.876032,75.654485,18.861930,1.355060,
saccade,0.022917,791.000000,802.000000,1.645833,1.668750,0.469455,-0.437032,-0.537276,-0.719912,-0.906487,-0.182636,0.924703,-168.608720,75.654485,21.467913,0.950970,
saccade,0.035417,978.000000,995.000000,2.035417,2.070833,-0.482868,0.002890,-0.846938,-0.615301,0.485758,0.231636,0.538160,25.494388,24.930288,8.796987,0.554124,
saccade,0.047917,1117.000000,1140.000000,2.325000,2.372917,-0.205420,-0.428262,-0.698941,-0.553268,-0.222842,0.145673,0.266232,146.827259,12.803995,4.839659,0.267153,
saccade,0.031250,1401.000000,1416.000000,2.916667,2.947917,-0.718850,0.369595,-0.731234,-0.339686,1.088445,0.391548,1.156729,19.785276,69.879640,19.096157,1.165607,
saccade,0.012500,1410.000000,1416.000000,2.935417,2.947917,0.207512,0.369595,-0.396251,-0.339686,0.162082,0.056566,0.171669,19.238688,48.263272,7.804578,0.180899,
saccade,0.020833,1633.000000,1643.000000,3.400000,3.420833,0.164431,0.252011,-0.511954,-0.634111,0.087579,-0.122157,0.150308,-54.361787,10.888727,4.651615,0.150308,
saccade,0.037500,1734.000000,1752.000000,3.610417,3.647917,0.079020,-1.062697,-0.702805,-0.810062,-1.141717,-0.107257,1.146744,-174.633199,80.774559,18.692972,1.252794,
saccade,0.043750,1815.000000,1836.000000,3.779167,3.822917,-1.121223,-2.143857,-0.875851,-1.183747,-1.022634,-0.307895,1.067980,-163.243967,64.564477,15.412455,1.084653,
saccade,0.035417,1975.000000,1992.000000,4.112500,4.147917,-2.246120,-3.878514,-1.284802,-1.358416,-1.632394,-0.073614,1.634053,-177.417954,92.003646,23.516557,1.639150,
saccade,0.062500,2322.000000,2352.000000,4.835417,4.897917,-3.881248,-1.226230,-1.542845,-1.873639,2.655017,-0.330794,2.675545,-7.101989,128.707214,29.989470,2.834129,
saccade,0.037500,2397.000000,2415.000000,4.991667,5.029167,-1.300822,-1.842460,-1.857874,-1.533108,-0.541638,0.324766,0.631542,149.053110,40.913565,10.792018,0.674116,
saccade,0.027083,2507.000000,2520.000000,5.220833,5.247917,-1.989711,-2.242811,-1.621872,-1.435633,-0.253099,0.186239,0.314236,143.653159,17.269251,6.663620,0.314236,
saccade,0.035417,2648.000000,2665.000000,5.514583,5.550000,-2.315838,-3.510638,-1.515319,-1.432105,-1.194801,0.083214,1.197695,176.015983,67.121018,17.479084,1.210567,
saccade,0.037500,3137.000000,3155.000000,6.533333,6.570833,-3.364576,-1.851419,-1.706662,-1.917101,1.513157,-0.210438,1.527720,-7.917479,81.554118,21.527049,1.547770,
saccade,0.022917,3144.000000,3155.000000,6.547917,6.570833,-2.607818,-1.851419,-1.786090,-1.917101,0.756400,-0.131011,0.767662,-9.826303,81.554118,18.423988,0.787297,
saccade,0.035417,3214.000000,3231.000000,6.693750,6.729167,-1.856331,-2.743484,-1.918769,-2.011664,-0.887153,-0.092895,0.892003,-174.022265,65.024592,15.957852,1.003150,
saccade,0.029167,3310.000000,3324.000000,6.893750,6.922917,-2.779187,-3.627324,-1.996686,-1.753493,-0.848137,0.243193,0.882315,164.000418,55.715076,14.984021,0.896841,
saccade,0.068750,3716.000000,3749.000000,7.739583,7.808333,-3.760064,-2.407962,-1.839525,-1.751957,1.352102,0.087568,1.354935,3.705550,28.634000,13.263574,1.360429,
saccade,0.029167,3862.000000,3876.000000,8.043750,8.072917,-2.590985,-3.291734,-1.732545,-1.495555,-0.700749,0.236989,0.739738,161.314744,43.756351,12.589929,0.745385,
saccade,0.018750,3936.000000,3945.000000,8.197917,8.216667,-3.300839,-3.410707,-1.510029,-1.520040,-0.109868,-0.010011,0.110323,-174.793549,7.104820,3.304656,0.110323,
saccade,0.035417,4183.000000,4200.000000,8.712500,8.747917,-3.706477,-2.539594,-1.698397,-1.836882,1.166883,-0.138485,1.175072,-6.768175,66.059047,18.094695,1.202265,
saccade,0.022917,4189.000000,4200.000000,8.725000,8.747917,-3.288234,-2.539594,-1.748574,-1.836882,0.748640,-0.088308,0.753831,-6.727402,66.059047,18.720674,0.781025,
saccade,0.020833,4245.000000,4255.000000,8.841667,8.862500,-2.615302,-2.811901,-1.852797,-1.946083,-0.196599,-0.093286,0.217608,-154.615783,16.102553,4.898259,0.217608,
saccade,0.033333,4434.000000,4450.000000,9.235417,9.268750,-3.071446,-4.063130,-2.051632,-2.215353,-0.991683,-0.163721,1.005107,-170.625354,66.436815,16.414138,1.048548,
saccade,0.056250,4572.000000,4599.000000,9.522917,9.579167,-4.132847,-5.199915,-2.292204,-2.383907,-1.067068,-0.091703,1.071001,-175.088100,46.482205,12.322599,1.071001,
saccade,0.045833,4707.000000,4729.000000,9.804167,9.850000,-5.278413,-6.708468,-2.431247,-2.471656,-1.430055,-0.040409,1.430626,-178.381417,61.100890,17.650056,1.441371,
saccade,0.039583,4961.000000,4980.000000,10.333333,10.372917,-6.699453,-4.704493,-2.630229,-2.808242,1.994960,-0.178013,2.002886,-5.099083,103.682533,27.420547,2.023683,
saccade,0.022917,4969.000000,4980.000000,10.350000,10.372917,-5.944763,-4.704493,-2.673766,-2.808242,1.240270,-0.134476,1.247539,-6.188099,103.682533,28.235280,1.268193,
saccade,0.027083,5058.000000,5071.000000,10.535417,10.562500,-4.806641,-5.138423,-2.795895,-2.524505,-0.331782,0.271390,0.428640,140.717612,26.826987,7.846816,0.441313,
saccade,0.033333,5282.000000,5298.000000,11.002083,11.035417,-5.097445,-5.991493,-2.613185,-2.380928,-0.894048,0.232257,0.923723,165.437513,53.472146,13.796452,0.930025,
saccade,0.031250,5914.000000,5929.000000,12.318750,12.350000,-6.166154,-5.311377,-2.720314,-2.894455,0.854777,-0.174141,0.872335,-11.515076,51.593001,13.958201,0.883906,
saccade,0.031250,6043.000000,6058.000000,12.587500,12.618750,-5.430413,-6.144830,-2.870683,-2.701862,-0.714417,0.168821,0.734093,166.704568,45.500990,12.453611,0.755269,
saccade,0.022917,6047.000000,6058.000000,12.595833,12.618750,-5.596299,-6.144830,-2.821452,-2.701862,-0.548532,0.119589,0.561417,167.700979,45.500990,13.583037,0.582775,
saccade,0.031250,6225.000000,6240.000000,12.966667,12.997917,-6.217101,-7.165467,-2.788159,-2.783077,-0.948366,0.005082,0.948379,179.692996,59.125453,14.928939,0.963392,
saccade,0.020833,6613.000000,6623.000000,13.775000,13.795833,-7.061972,-6.960223,-2.903746,-2.886228,0.101749,0.017518,0.103246,9.768826,7.556515,3.015987,0.105262,
saccade,0.033333,6676.000000,6692.000000,13.906250,13.939583,-7.097566,-7.896248,-2.882558,-2.735580,-0.798682,0.146978,0.812094,169.572784,45.113877,12.870036,0.819104,
saccade,0.029167,6796.000000,6810.000000,14.156250,14.185417,-7.923096,-8.623229,-2.808168,-2.797743,-0.700133,0.010426,0.700210,179.146883,42.244576,11.494677,0.706293,
saccade,0.033333,6980.000000,6996.000000,14.539583,14.572917,-8.514021,-7.587011,-2.858120,-2.952074,0.927010,-0.093954,0.931759,-5.787275,49.697642,14.268928,0.933753,
saccade,0.037500,7158.000000,7176.000000,14.910417,14.947917,-7.546575,-8.805579,-3.048102,-2.835853,-1.259004,0.212249,1.276770,170.430785,63.545496,18.808624,1.297517,
saccade,0.022917,7165.000000,7176.000000,14.925000,14.947917,-8.196049,-8.805579,-2.895804,-2.835853,-0.609530,0.059951,0.612471,174.382668,63.545496,15.629431,0.632350,
saccade,0.058333,7354.000000,7382.000000,15.318750,15.377083,-8.841484,-7.435329,-3.006698,-3.152825,1.406154,-0.146127,1.413727,-5.932867,48.959692,15.376267,1.421483,
saccade,0.029167,7448.000000,7462.000000,15.514583,15.543750,-7.466371,-8.196227,-3.147105,-2.953627,-0.729856,0.193478,0.755065,165.152945,45.227282,12.371792,0.764083,
saccade,0.041667,7928.000000,7948.000000,16.514583,16.556250,-8.407398,-9.143023,-3.186464,-3.007297,-0.735626,0.179167,0.757130,166.311723,33.461830,10.559970,0.761302,
saccade,0.037500,8210.000000,8228.000000,17.102083,17.139583,-9.034139,-7.646336,-3.127296,-3.322565,1.387803,-0.195269,1.401473,-8.009164,75.520208,19.439463,1.406919,
saccade,0.033333,8325.000000,8341.000000,17.341667,17.375000,-7.726455,-8.570391,-3.316079,-3.037294,-0.843936,0.278784,0.888791,161.719629,57.070817,15.201412,0.940362,
saccade,0.025000,8943.000000,8955.000000,18.629167,18.654167,-8.650386,-8.380703,-3.435261,-3.386403,0.269683,0.048858,0.274073,10.268799,16.257604,6.194023,0.274073,
saccade,0.016667,9030.000000,9038.000000,18.810417,18.827083,-7.652757,-7.730812,-3.368866,-3.435052,-0.078055,-0.066185,0.102338,-139.704370,8.175152,4.139402,0.102338,
saccade,0.033333,9230.000000,9246.000000,19.227083,19.260417,-7.921645,-6.607672,-3.618313,-3.452352,1.313973,0.165962,1.324412,7.198640,83.163171,21.659260,1.356352,
saccade,0.014583,9239.000000,9246.000000,19.245833,19.260417,-7.063812,-6.607672,-3.526137,-3.452352,0.456140,0.073786,0.462069,9.188624,80.386388,13.031503,0.493861,
saccade,0.050000,9285.000000,9309.000000,19.341667,19.391667,-6.756147,-4.348023,-3.470541,-2.679625,2.408123,0.790916,2.534681,18.182078,104.521909,30.945722,2.557855,
saccade,0.022917,9298.000000,9309.000000,19.368750,19.391667,-5.012922,-4.348023,-2.843011,-2.679625,0.664899,0.163386,0.684679,13.805762,77.020964,17.252898,0.707515,
saccade,0.020833,9308.000000,9318.000000,19.389583,19.410417,-4.327196,-4.491179,-2.668781,-2.735016,-0.163983,-0.066236,0.176855,-158.005311,14.740983,5.240929,0.176855,
saccade,0.041667,9402.000000,9422.000000,19.585417,19.627083,-4.716520,-5.721634,-2.816405,-3.037778,-1.005114,-0.221373,1.029204,-167.579128,73.706666,17.281687,1.172250,
