saccadeOrDrift,duration,onsetIndex,offsetIndex,onsetTime,offsetTime,xStart,xEnd,yStart,yEnd,xAmplitude,yAmplitude,vectorAmplitude,direction,peakVelocity,meanVelocity,maximumExcursion
saccade,0.016667,392.000000,400.000000,0.814583,0.831250,-0.048392,0.054965,0.002005,0.027376,0.103357,0.025371,0.106426,13.791641,9.079870,3.910634,0.106426,
saccade,0.018750,1164.000000,1173.000000,2.422917,2.441667,-0.085795,-0.018194,-0.020453,0.053991,0.067602,0.074444,0.100558,47.757896,8.393432,3.595972,0.100759,
saccade,0.025000,1373.000000,1385.000000,2.858333,2.883333,-0.092679,-0.255297,0.038137,-0.091372,-0.162618,-0.129509,0.207888,-141.466262,11.078365,4.583148,0.207888,
saccade,0.025000,1449.000000,1461.000000,3.016667,3.041667,-0.289631,0.014173,-0.088694,0.058416,0.303804,0.147110,0.337547,25.837526,25.458350,7.850213,0.364286,
saccade,0.022917,2001.000000,2012.000000,4.166667,4.189583,-0.053626,0.153680,0.023392,0.069357,0.207306,0.045965,0.212341,12.501599,14.556400,4.999750,0.218304,
saccade,0.014583,2511.000000,2518.000000,5.229167,5.243750,0.033271,0.107181,0.017925,0.055837,0.073911,0.037913,0.083067,27.155708,8.617519,3.806207,0.084708,
saccade,0.014583,2511.000000,2518.000000,5.229167,5.243750,0.033271,0.107181,0.017925,0.055837,0.073911,0.037913,0.083067,27.155708,8.617519,4.123643,0.084708,
saccade,0.014583,2559.000000,2566.000000,5.329167,5.343750,0.035395,0.100788,0.056099,0.065554,0.065393,0.009455,0.066073,8.227073,7.299040,4.017504,0.068545,
saccade,0.022917,3048.000000,3059.000000,6.347917,6.370833,0.011286,0.306713,0.043217,0.087169,0.295427,0.043952,0.298678,8.462036,22.546424,8.056704,0.307773,
saccade,0.020833,3049.000000,3059.000000,6.350000,6.370833,0.042852,0.306713,0.043498,0.087169,0.263861,0.043671,0.267451,9.397727,22.546424,7.865075,0.276505,
saccade,0.020833,3508.000000,3518.000000,7.306250,7.327083,0.064549,-0.034248,0.006879,0.055600,-0.098796,0.048721,0.110157,153.750008,7.881869,3.224966,0.110157,
saccade,0.025000,3824.000000,3836.000000,7.964583,7.989583,-0.059233,0.160226,0.057178,0.065352,0.219459,0.008174,0.219611,2.133159,14.741424,4.389287,0.228474,
saccade,0.050000,3919.000000,3943.000000,8.162500,8.212500,0.144238,-2.778792,0.090335,-0.604383,-2.923030,-0.694718,3.004453,-166.630536,143.718637,35.198286,3.004453,
saccade,0.018750,3934.000000,3943.000000,8.193750,8.212500,-2.527697,-2.778792,-0.519415,-0.604383,-0.251095,-0.084968,0.265082,-161.304637,66.891806,9.219901,0.265082,
saccade,0.029167,4056.000000,4070.000000,8.447917,8.477083,-2.947037,-3.199367,-0.628683,-0.532252,-0.252330,0.096431,0.270129,159.084981,14.251304,5.361544,0.270162,
saccade,0.014583,4167.000000,4174.000000,8.679167,8.693750,-3.235068,-3.325984,-0.520379,-0.506944,-0.090917,0.013434,0.091904,171.594476,9.853976,4.605090,0.094664,
saccade,0.014583,4167.000000,4174.000000,8.679167,8.693750,-3.235068,-3.325984,-0.520379,-0.506944,-0.090917,0.013434,0.091904,171.594476,9.853976,4.336346,0.094664,
saccade,0.020833,4413.000000,4423.000000,9.191667,9.212500,-3.256337,-3.101970,-0.541546,-0.520451,0.154367,0.021095,0.155801,7.781579,10.797074,4.288560,0.155801,
saccade,0.020833,4625.000000,4635.000000,9.633333,9.654167,-3.171076,-2.868347,-0.529863,-0.560329,0.302729,-0.030466,0.304258,-5.746797,25.612622,7.025444,0.304258,
saccade,0.020833,4922.000000,4932.000000,10.252083,10.272917,-2.961801,-2.833611,-0.540570,-0.458624,0.128190,0.081946,0.152144,32.588816,11.391452,4.886374,0.152144,
saccade,0.016667,4924.000000,4932.000000,10.256250,10.272917,-2.925823,-2.833611,-0.524762,-0.458624,0.092211,0.066137,0.113477,35.649490,11.391452,5.197182,0.113477,
saccade,0.029167,5893.000000,5907.000000,12.275000,12.304167,-2.938771,-3.351346,-0.493953,-0.403158,-0.412575,0.090795,0.422447,167.588813,24.443439,7.416374,0.422447,
saccade,0.027083,5956.000000,5969.000000,12.406250,12.433333,-3.392016,-2.874124,-0.423956,-0.447216,0.517891,-0.023259,0.518413,-2.571528,32.262837,10.407685,0.535917,
saccade,0.020833,5959.000000,5969.000000,12.412500,12.433333,-3.270708,-2.874124,-0.435857,-0.447216,0.396584,-0.011359,0.396746,-1.640621,32.262837,10.306887,0.414314,
saccade,0.018750,6938.000000,6947.000000,14.452083,14.470833,-2.939049,-3.030527,-0.488804,-0.423243,-0.091478,0.065561,0.112546,144.371365,9.536406,3.820422,0.117157,
saccade,0.022917,7062.000000,7073.000000,14.710417,14.733333,-3.016939,-2.776919,-0.459128,-0.415033,0.240020,0.044095,0.244036,10.409972,17.411668,6.098520,0.256901,
saccade,0.012500,7247.000000,7253.000000,15.095833,15.108333,-2.812130,-2.866017,-0.457009,-0.418294,-0.053887,0.038715,0.066352,144.304711,7.117128,3.016395,0.066352,
saccade,0.029167,7463.000000,7477.000000,15.545833,15.575000,-2.934474,-2.938553,-0.439961,-0.356012,-0.004078,0.083949,0.084048,92.781380,7.272420,3.843682,0.098441,
saccade,0.018750,7600.000000,7609.000000,15.831250,15.850000,-2.941317,-2.829948,-0.371207,-0.403528,0.111370,-0.032321,0.115965,-16.183596,8.450404,3.134178,0.115965,
saccade,0.016667,7964.000000,7972.000000,16.589583,16.606250,-2.906798,-2.832025,-0.433422,-0.383897,0.074774,0.049525,0.089687,33.517696,6.986588,3.213200,0.089687,
saccade,0.060417,8600.000000,8629.000000,17.914583,17.975000,-2.802476,-5.419246,-0.442099,1.094967,-2.616770,1.537066,3.034808,149.570426,109.413002,31.767031,3.038048,
saccade,0.029167,8766.000000,8780.000000,18.260417,18.289583,-5.419913,-5.781362,1.107649,1.203373,-0.361449,0.095724,0.373910,165.166679,22.313879,7.091399,0.378210,
saccade,0.025000,8862.000000,8874.000000,18.460417,18.485417,-5.871860,-5.562880,1.184575,1.181676,0.308980,-0.002899,0.308994,-0.537550,21.398293,6.539376,0.315109,
saccade,0.020833,8983.000000,8993.000000,18.712500,18.733333,-5.578316,-5.364999,1.128934,1.042217,0.213317,-0.086716,0.230269,-22.122476,18.755685,6.026998,0.230269,
saccade,0.018750,9980.000000,9989.000000,20.789583,20.808333,-5.384758,-5.251762,0.999572,1.006753,0.132995,0.007181,0.133189,3.090643,10.808363,6.012560,0.140212,
saccade,0.018750,9980.000000,9989.000000,20.789583,20.808333,-5.384758,-5.251762,0.999572,1.006753,0.132995,0.007181,0.133189,3.090643,10.808363,5.701884,0.140212,
saccade,0.025000,10271.000000,10283.000000,21.395833,21.420833,-5.414117,-5.258216,1.005926,1.043074,0.155900,0.037148,0.160265,13.402464,11.324343,5.188422,0.160513,
saccade,0.018750,10274.000000,10283.000000,21.402083,21.420833,-5.366010,-5.258216,0.996531,1.043074,0.107793,0.046543,0.117412,23.353707,11.324343,4.969809,0.117412,
saccade,0.027083,10598.000000,10611.000000,22.077083,22.104167,-5.243537,-5.434479,1.011567,0.998323,-0.190941,-0.013244,0.191400,-176.032121,9.793891,4.270942,0.191400,
saccade,0.027083,10866.000000,10879.000000,22.635417,22.662500,-5.455298,-5.197809,0.992526,0.997382,0.257489,0.004855,0.257534,1.080241,18.821585,6.049034,0.273244,
saccade,0.025000,11003.000000,11015.000000,22.920833,22.945833,-5.229574,-5.450100,0.976075,0.983808,-0.220526,0.007733,0.220662,177.991675,14.355806,4.888789,0.220662,
saccade,0.014583,11195.000000,11202.000000,23.320833,23.335417,-5.459399,-5.386675,0.987594,1.004572,0.072724,0.016977,0.074679,13.140333,5.775112,3.426691,0.074679,
saccade,0.027083,11314.000000,11327.000000,23.568750,23.595833,-5.429785,-5.128430,1.023590,0.937735,0.301354,-0.085855,0.313346,-15.902133,20.139088,5.961434,0.313346,
saccade,0.025000,11864.000000,11876.000000,24.714583,24.739583,-5.119432,-4.962645,0.908588,0.950508,0.156787,0.041920,0.162295,14.968976,10.931858,4.716944,0.176683,
saccade,0.025000,12130.000000,12142.000000,25.268750,25.293750,-4.997599,-4.565343,0.932205,0.862442,0.432256,-0.069763,0.437850,-9.168086,31.420563,8.446051,0.437850,
saccade,0.020833,12314.000000,12324.000000,25.652083,25.672917,-4.563925,-4.601302,0.872219,0.996314,-0.037377,0.124095,0.129602,106.762154,9.082371,3.820470,0.129995,
saccade,0.020833,12658.000000,12668.000000,26.368750,26.389583,-4.568150,-4.393955,0.963383,1.012989,0.174195,0.049606,0.181120,15.895651,15.915395,6.896004,0.186185,
saccade,0.020833,12658.000000,12668.000000,26.368750,26.389583,-4.568150,-4.393955,0.963383,1.012989,0.174195,0.049606,0.181120,15.895651,15.915395,6.663796,0.186185,
drift,0.814583,1.000000,392.000000,0.000000,0.814583,-0.000965,-0.048392,0.001281,0.002005,-0.047428,0.000723,0.047433,179.126515,5.032891,5.032891,0.078702,
drift,1.589583,401.000000,1164.000000,0.833333,2.422917,0.049840,-0.085795,0.029986,-0.020453,-0.135636,-0.050440,0.144711,-159.601018,6.720978,6.720978,0.181333,
drift,0.414583,1174.000000,1373.000000,2.443750,2.858333,-0.031303,-0.092679,0.059487,0.038137,-0.061376,-0.021349,0.064983,-160.820025,6.757888,6.757888,0.098430,
drift,0.131250,1386.000000,1449.000000,2.885417,3.016667,-0.259185,-0.289631,-0.089694,-0.088694,-0.030446,0.001000,0.030463,178.118822,11.281858,11.281858,0.053299,
drift,1.122917,1462.000000,2001.000000,3.043750,4.166667,-0.001809,-0.053626,0.054798,0.023392,-0.051817,-0.031406,0.060592,-148.780636,6.299550,6.299550,0.077763,
drift,1.037500,2013.000000,2511.000000,4.191667,5.229167,0.140688,0.033271,0.072465,0.017925,-0.107417,-0.054540,0.120470,-153.081336,6.359753,6.359753,0.160002,
drift,0.083333,2519.000000,2559.000000,5.245833,5.329167,0.097894,0.035395,0.056508,0.056099,-0.062499,-0.000409,0.062500,-179.624940,7.024619,7.024619,0.078309,
drift,1.002083,2567.000000,3048.000000,5.345833,6.347917,0.091152,0.011286,0.065411,0.043217,-0.079866,-0.022194,0.082892,-164.469974,11.792654,11.792654,0.106058,
drift,0.933333,3060.000000,3508.000000,6.372917,7.306250,0.286036,0.064549,0.083882,0.006879,-0.221487,-0.077003,0.234491,-160.829301,10.645188,10.645188,0.237126,
drift,0.635417,3519.000000,3824.000000,7.329167,7.964583,-0.031438,-0.059233,0.061084,0.057178,-0.027795,-0.003906,0.028068,-171.999654,5.387778,5.387778,0.041164,
drift,0.170833,3837.000000,3919.000000,7.991667,8.162500,0.153048,0.144238,0.065339,0.090335,-0.008810,0.024995,0.026502,109.415464,8.164612,8.164612,0.041724,
drift,0.233333,3944.000000,4056.000000,8.214583,8.447917,-2.789178,-2.947037,-0.607424,-0.628683,-0.157858,-0.021259,0.159283,-172.329887,6.281796,6.281796,0.176753,
drift,0.200000,4071.000000,4167.000000,8.479167,8.679167,-3.203642,-3.235068,-0.536293,-0.520379,-0.031426,0.015914,0.035226,153.142559,5.919363,5.919363,0.061777,
drift,0.495833,4175.000000,4413.000000,8.695833,9.191667,-3.312810,-3.256337,-0.511620,-0.541546,0.056473,-0.029926,0.063912,-27.920012,7.831292,7.831292,0.087692,
drift,0.418750,4424.000000,4625.000000,9.214583,9.633333,-3.102845,-3.171076,-0.523837,-0.529863,-0.068231,-0.006026,0.068496,-174.953150,7.644813,7.644813,0.094525,
drift,0.595833,4636.000000,4922.000000,9.656250,10.252083,-2.868299,-2.961801,-0.558287,-0.540570,-0.093502,0.017716,0.095166,169.271009,7.142242,7.142242,0.134258,
drift,2.000000,4933.000000,5893.000000,10.275000,12.275000,-2.832827,-2.938771,-0.453929,-0.493953,-0.105944,-0.040024,0.113252,-159.304184,8.556618,8.556618,0.181168,
drift,0.100000,5908.000000,5956.000000,12.306250,12.406250,-3.357120,-3.392016,-0.405843,-0.423956,-0.034896,-0.018113,0.039317,-152.567925,9.993555,9.993555,0.049817,
drift,2.016667,5970.000000,6938.000000,12.435417,14.452083,-2.885433,-2.939049,-0.448768,-0.488804,-0.053615,-0.040036,0.066914,-143.250211,7.172354,7.172354,0.096552,
drift,0.237500,6948.000000,7062.000000,14.472917,14.710417,-3.020559,-3.016939,-0.423195,-0.459128,0.003620,-0.035934,0.036116,-84.247502,8.939733,8.939733,0.036116,
drift,0.360417,7074.000000,7247.000000,14.735417,15.095833,-2.786283,-2.812130,-0.417062,-0.457009,-0.025848,-0.039947,0.047580,-122.904705,5.816634,5.816634,0.072963,
drift,0.435417,7254.000000,7463.000000,15.110417,15.545833,-2.868652,-2.934474,-0.411262,-0.439961,-0.065822,-0.028698,0.071806,-156.442842,6.140997,6.140997,0.092923,
drift,0.254167,7478.000000,7600.000000,15.577083,15.831250,-2.942771,-2.941317,-0.359371,-0.371207,0.001454,-0.011836,0.011925,-82.996335,5.127342,5.127342,0.030483,
drift,0.737500,7610.000000,7964.000000,15.852083,16.589583,-2.829709,-2.906798,-0.404054,-0.433422,-0.077089,-0.029368,0.082494,-159.145029,5.616236,5.616236,0.088456,
drift,1.306250,7973.000000,8600.000000,16.608333,17.914583,-2.827201,-2.802476,-0.384305,-0.442099,0.024725,-0.057794,0.062861,-66.838550,12.818675,12.818675,0.089699,
drift,0.283333,8630.000000,8766.000000,17.977083,18.260417,-5.417596,-5.419913,1.092722,1.107649,-0.002317,0.014926,0.015105,98.822719,5.497098,5.497098,0.037253,
drift,0.168750,8781.000000,8862.000000,18.291667,18.460417,-5.787132,-5.871860,1.206744,1.184575,-0.084729,-0.022169,0.087581,-165.337448,6.113632,6.113632,0.094583,
drift,0.225000,8875.000000,8983.000000,18.487500,18.712500,-5.570236,-5.578316,1.185256,1.128934,-0.008080,-0.056323,0.056899,-98.163825,7.799823,7.799823,0.056899,
drift,2.054167,8994.000000,9980.000000,18.735417,20.789583,-5.366405,-5.384758,1.039603,0.999572,-0.018353,-0.040032,0.044038,-114.629585,6.575040,6.575040,0.082513,
drift,0.585417,9990.000000,10271.000000,20.810417,21.395833,-5.273074,-5.414117,1.012137,1.005926,-0.141042,-0.006211,0.141179,-177.478461,9.310871,9.310871,0.182556,
drift,0.654167,10284.000000,10598.000000,21.422917,22.077083,-5.265628,-5.243537,1.047884,1.011567,0.022090,-0.036317,0.042508,-58.688975,7.410269,7.410269,0.078076,
drift,0.529167,10612.000000,10866.000000,22.106250,22.635417,-5.437872,-5.455298,0.994383,0.992526,-0.017425,-0.001857,0.017524,-173.917945,5.041774,5.041774,0.045407,
drift,0.256250,10880.000000,11003.000000,22.664583,22.920833,-5.203266,-5.229574,0.992032,0.976075,-0.026308,-0.015956,0.030768,-148.762163,5.613291,5.613291,0.052625,
drift,0.372917,11016.000000,11195.000000,22.947917,23.320833,-5.452399,-5.459399,0.988950,0.987594,-0.007000,-0.001356,0.007130,-169.037109,5.042524,5.042524,0.044981,
drift,0.231250,11203.000000,11314.000000,23.337500,23.568750,-5.383424,-5.429785,1.007418,1.023590,-0.046360,0.016172,0.049100,160.769675,5.369626,5.369626,0.078389,
drift,1.116667,11328.000000,11864.000000,23.597917,24.714583,-5.123913,-5.119432,0.940468,0.908588,0.004481,-0.031879,0.032193,-81.998594,6.014328,6.014328,0.051532,
drift,0.527083,11877.000000,12130.000000,24.741667,25.268750,-4.967936,-4.997599,0.952897,0.932205,-0.029664,-0.020692,0.036168,-145.101743,8.183357,8.183357,0.070801,
drift,0.356250,12143.000000,12314.000000,25.295833,25.652083,-4.567865,-4.563925,0.865273,0.872219,0.003940,0.006946,0.007985,60.437678,5.833579,5.833579,0.046181,
drift,0.693750,12325.000000,12658.000000,25.675000,26.368750,-4.591637,-4.568150,0.991214,0.963383,0.023487,-0.027831,0.036417,-49.838333,6.559864,6.559864,0.058513,
drift,0.747917,12669.000000,13028.000000,26.391667,27.139583,-4.409693,-4.399416,1.022382,0.911072,0.010277,-0.111309,0.111783,-84.724807,32.412795,32.412795,0.207437,
