saccadeOrDrift,duration,onsetIndex,offsetIndex,onsetTime,offsetTime,xStart,xEnd,yStart,yEnd,xAmplitude,yAmplitude,vectorAmplitude,direction,peakVelocity,meanVelocity,maximumExcursion
saccade,0.018750,32.000000,41.000000,0.064583,0.083333,-0.010320,-0.117392,-0.008863,-0.043763,-0.107072,-0.034900,0.112617,-161.946522,8.165554,3.414464,0.112617,
saccade,0.020833,263.000000,273.000000,0.545833,0.566667,-0.024656,-0.138905,-0.007724,-0.028534,-0.114249,-0.020810,0.116129,-169.676983,9.410372,4.028744,0.122816,
saccade,0.016667,480.000000,488.000000,0.997917,1.014583,-0.076931,-0.163163,0.008281,-0.028235,-0.086232,-0.036516,0.093645,-157.049333,7.300284,3.474276,0.093645,
saccade,0.014583,955.000000,962.000000,1.987500,2.002083,-0.051908,-0.112742,0.001449,-0.038719,-0.060834,-0.040169,0.072899,-146.563098,6.954613,3.414859,0.072899,
saccade,0.016667,1517.000000,1525.000000,3.158333,3.175000,-0.016329,-0.088771,0.031833,-0.028452,-0.072442,-0.060285,0.094245,-140.233290,8.932883,3.070553,0.094245,
saccade,0.014583,2094.000000,2101.000000,4.360417,4.375000,-0.020792,-0.077484,0.021063,-0.032075,-0.056692,-0.053139,0.077703,-136.853138,7.350717,3.069500,0.077703,
saccade,0.022917,2699.000000,2710.000000,5.620833,5.643750,0.036397,-0.191333,0.009805,-0.043894,-0.227730,-0.053700,0.233976,-166.731754,19.147684,6.291593,0.246880,
saccade,0.020833,2700.000000,2710.000000,5.622917,5.643750,0.018107,-0.191333,0.010836,-0.043894,-0.209440,-0.054730,0.216473,-165.355210,19.147684,6.832389,0.229353,
saccade,0.012500,3062.000000,3068.000000,6.377083,6.389583,-0.071707,-0.129606,-0.019688,-0.026923,-0.057899,-0.007235,0.058349,-172.877004,5.911579,2.790577,0.058349,
saccade,0.022917,3163.000000,3174.000000,6.587500,6.610417,-0.148062,-0.034919,0.010888,0.072774,0.113143,0.061885,0.128962,28.677097,7.919296,3.542887,0.128962,
saccade,0.020833,4172.000000,4182.000000,8.689583,8.710417,0.161083,0.005244,0.132649,0.099860,-0.155839,-0.032789,0.159251,-168.118133,11.754707,4.620697,0.160478,
saccade,0.014583,4802.000000,4809.000000,10.002083,10.016667,0.130222,0.076887,0.196891,0.137905,-0.053335,-0.058986,0.079524,-132.119521,7.108787,2.823275,0.079524,
