saccadeOrDrift,duration,onsetIndex,offsetIndex,onsetTime,offsetTime,xStart,xEnd,yStart,yEnd,xAmplitude,yAmplitude,vectorAmplitude,direction,peakVelocity,meanVelocity,maximumExcursion
saccade,0.018750,59.000000,68.000000,0.120833,0.139583,-0.067569,-0.190569,0.033548,0.053335,-0.123000,0.019787,0.124581,170.860981,10.950866,4.059722,0.127084,
saccade,0.012500,92.000000,98.000000,0.189583,0.202083,-0.256661,-0.320609,0.080837,0.084842,-0.063949,0.004005,0.064074,176.416767,6.294727,2.605863,0.064074,
saccade,0.041667,166.000000,186.000000,0.343750,0.385417,-0.490118,-1.264873,0.133333,-0.257968,-0.774756,-0.391301,0.867965,-153.203308,43.941734,13.479244,0.867965,
saccade,0.022917,175.000000,186.000000,0.362500,0.385417,-0.894309,-1.264873,-0.120695,-0.257968,-0.370564,-0.137273,0.395173,-159.673187,43.136761,10.658868,0.395173,
saccade,0.047917,229.000000,252.000000,0.475000,0.522917,-1.229676,-1.845939,-0.317128,-0.262993,-0.616263,0.054135,0.618636,174.979796,118.677671,38.985722,1.411818,
saccade,0.022917,241.000000,252.000000,0.500000,0.522917,-2.615901,-1.845939,-0.270407,-0.262993,0.769962,0.007414,0.769998,0.551689,91.109988,29.218679,0.915953,
saccade,0.045833,437.000000,459.000000,0.908333,0.954167,-2.450462,-1.629252,-0.244211,-0.245357,0.821210,-0.001146,0.821210,-0.079978,148.437982,51.169833,1.769250,
saccade,0.022917,448.000000,459.000000,0.931250,0.954167,-0.858882,-1.629252,-0.319136,-0.245357,-0.770370,0.073778,0.773894,174.529468,117.480273,43.995556,0.946117,
saccade,0.066667,533.000000,565.000000,1.108333,1.175000,-0.456519,-2.087333,-0.274682,-0.361774,-1.630814,-0.087092,1.633138,-176.943080,132.612516,40.095720,1.677079,
saccade,0.018750,650.000000,659.000000,1.352083,1.370833,-2.010237,-0.043243,-0.320732,-0.486554,1.966994,-0.165822,1.973971,-4.818769,153.404657,48.095521,1.973971,
saccade,0.031250,650.000000,665.000000,1.352083,1.383333,-2.010237,-0.130137,-0.320732,-0.472677,1.880100,-0.151946,1.886230,-4.620483,153.404657,44.025070,1.973971,
saccade,0.018750,756.000000,765.000000,1.572917,1.591667,-0.696860,-1.156134,-0.445772,-0.430615,-0.459275,0.015157,0.459525,178.109825,196.290955,42.297474,0.607897,
saccade,0.035417,756.000000,773.000000,1.572917,1.608333,-0.696860,-2.596968,-0.445772,-0.465077,-1.900109,-0.019305,1.900207,-179.417908,196.290955,55.921335,2.053609,
saccade,0.012500,767.000000,773.000000,1.595833,1.608333,-1.941095,-2.596968,-0.444588,-0.465077,-0.655873,-0.020489,0.656193,-178.210731,166.364856,24.625002,0.809502,
saccade,0.018750,948.000000,957.000000,1.972917,1.991667,-2.049774,-1.293780,-0.419410,-0.425828,0.755994,-0.006418,0.756021,-0.486385,229.768775,44.799917,0.756021,
saccade,0.066667,948.000000,980.000000,1.972917,2.039583,-2.049774,0.439151,-0.419410,-0.441365,2.488925,-0.021955,2.489021,-0.505392,229.768775,52.730208,2.506609,
saccade,0.031250,1125.000000,1140.000000,2.341667,2.372917,0.592552,-1.388351,-0.381014,-0.366347,-1.980903,0.014667,1.980958,179.575788,181.229749,54.499053,2.266437,
saccade,0.022917,1129.000000,1140.000000,2.350000,2.372917,0.637276,-1.388351,-0.375324,-0.366347,-2.025627,0.008977,2.025647,179.746073,181.229749,55.351551,2.311137,
saccade,0.014583,1272.000000,1279.000000,2.647917,2.662500,-1.809093,-1.709193,-0.488806,-0.485528,0.099900,0.003278,0.099954,1.879183,10.533873,5.633585,0.099954,
saccade,0.014583,1272.000000,1279.000000,2.647917,2.662500,-1.809093,-1.709193,-0.488806,-0.485528,0.099900,0.003278,0.099954,1.879183,10.533873,5.128019,0.099954,
saccade,0.022917,1295.000000,1306.000000,2.695833,2.718750,-1.731735,-1.427112,-0.457705,-0.410842,0.304624,0.046863,0.308207,8.745729,25.058950,11.893552,0.334348,
saccade,0.022917,1295.000000,1306.000000,2.695833,2.718750,-1.731735,-1.427112,-0.457705,-0.410842,0.304624,0.046863,0.308207,8.745729,25.058950,13.841000,0.334348,
saccade,0.018750,1558.000000,1567.000000,3.243750,3.262500,-2.518376,-0.422379,-0.114458,-0.290034,2.095997,-0.175576,2.103338,-4.788338,161.724014,49.743929,2.103338,
saccade,0.031250,1558.000000,1573.000000,3.243750,3.275000,-2.518376,-0.514645,-0.114458,-0.274721,2.003732,-0.160264,2.010130,-4.572939,161.724014,46.057346,2.103338,
saccade,0.064583,1649.000000,1680.000000,3.433333,3.497917,-0.586393,-2.408604,-0.224916,-0.326522,-1.822211,-0.101606,1.825042,-176.808497,133.935554,30.748270,1.831990,
saccade,0.054167,1763.000000,1789.000000,3.670833,3.725000,-2.465690,-3.686453,-0.265827,-0.139180,-1.220762,0.126647,1.227314,174.077102,34.735548,14.895784,1.237305,
saccade,0.020833,1779.000000,1789.000000,3.704167,3.725000,-3.241401,-3.686453,-0.188255,-0.139180,-0.445052,0.049074,0.447749,173.707610,34.735548,12.138830,0.457731,
saccade,0.031250,1857.000000,1872.000000,3.866667,3.897917,-3.626324,-0.927339,-0.137616,-0.288788,2.698985,-0.151172,2.703215,-3.205825,245.390677,74.982251,3.070008,
saccade,0.022917,1861.000000,1872.000000,3.875000,3.897917,-3.714498,-0.927339,-0.122815,-0.288788,2.787160,-0.165973,2.792097,-3.407887,245.390677,75.084392,3.158921,
saccade,0.031250,1937.000000,1952.000000,4.033333,4.064583,-0.544836,-2.413823,-0.251568,-0.015622,-1.868986,0.235946,1.883821,172.804894,176.638795,55.538926,2.162990,
saccade,0.022917,1941.000000,1952.000000,4.041667,4.064583,-0.488667,-2.413823,-0.243323,-0.015622,-1.925155,0.227701,1.938574,173.254573,176.638795,57.739034,2.217804,
saccade,0.008333,2165.000000,2169.000000,4.508333,4.516667,-2.643619,-1.604633,0.117505,-0.042271,1.038986,-0.159775,1.051200,-8.742456,174.072536,30.060682,1.051200,
saccade,0.035417,2165.000000,2182.000000,4.508333,4.543750,-2.643619,-0.582090,0.117505,-0.127117,2.061529,-0.244621,2.075992,-6.767084,174.480865,47.503401,2.414359,
saccade,0.022917,2171.000000,2182.000000,4.520833,4.543750,-0.887805,-0.582090,-0.163480,-0.127117,0.305715,0.036363,0.307870,6.783221,152.970105,27.555231,0.636374,
saccade,0.018750,2239.000000,2248.000000,4.662500,4.681250,-0.315749,1.134043,-0.207789,-0.239455,1.449792,-0.031665,1.450138,-1.251208,197.368248,38.781991,1.450138,
saccade,0.064583,2239.000000,2270.000000,4.662500,4.727083,-0.315749,2.197408,-0.207789,-0.244830,2.513157,-0.037041,2.513430,-0.844406,197.368248,44.640134,2.526579,
saccade,0.018750,2453.000000,2462.000000,5.108333,5.127083,2.036922,1.241132,-0.212506,-0.550477,-0.795790,-0.337971,0.864584,-156.989115,57.454140,23.926454,0.864584,
saccade,0.029167,2453.000000,2467.000000,5.108333,5.137500,2.036922,1.181908,-0.212506,-0.593557,-0.855013,-0.381051,0.936081,-155.979038,57.454140,21.003760,0.951611,
saccade,0.062500,2500.000000,2530.000000,5.206250,5.268750,1.210984,-0.037278,-0.556557,-0.332645,-1.248262,0.223913,1.268186,169.830474,96.856789,25.752760,1.299625,
saccade,0.016667,2639.000000,2647.000000,5.495833,5.512500,0.160604,1.402247,-0.354025,-0.510022,1.241643,-0.155997,1.251404,-7.160983,222.670715,38.346371,1.251404,
saccade,0.064583,2639.000000,2670.000000,5.495833,5.560417,0.160604,3.068734,-0.354025,-0.695572,2.908130,-0.341548,2.928118,-6.698461,232.600060,51.362382,2.967495,
saccade,0.079167,2708.000000,2746.000000,5.639583,5.718750,3.060452,0.010236,-0.653912,-0.455221,-3.050216,0.198691,3.056680,176.273023,144.671484,40.200763,3.059324,
saccade,0.043750,2911.000000,2932.000000,6.062500,6.106250,0.007440,2.847216,-0.473274,-0.660789,2.839776,-0.187516,2.845961,-3.777865,177.083400,38.311697,2.848837,
saccade,0.043750,3054.000000,3075.000000,6.360417,6.404167,2.815185,0.693188,-0.602431,-0.564582,-2.121997,0.037849,2.122335,178.978142,117.523991,33.946125,2.122335,
saccade,0.022917,3064.000000,3075.000000,6.381250,6.404167,1.817786,0.693188,-0.585320,-0.564582,-1.124598,0.020738,1.124790,178.943559,117.523991,28.402367,1.124790,
saccade,0.012500,3146.000000,3152.000000,6.552083,6.564583,0.050895,0.121234,-0.433965,-0.434915,0.070339,-0.000950,0.070345,-0.773975,10.517289,4.399653,0.072616,
saccade,0.014583,3193.000000,3200.000000,6.650000,6.664583,0.029379,0.107906,-0.417540,-0.416085,0.078527,0.001455,0.078540,1.061724,8.828426,4.126403,0.080220,
saccade,0.014583,3193.000000,3200.000000,6.650000,6.664583,0.029379,0.107906,-0.417540,-0.416085,0.078527,0.001455,0.078540,1.061724,8.828426,4.703615,0.080220,
saccade,0.031250,3279.000000,3294.000000,6.829167,6.860417,0.141720,2.458040,-0.448987,-0.621311,2.316320,-0.172324,2.322721,-4.254723,210.749795,65.428763,2.615804,
saccade,0.022917,3283.000000,3294.000000,6.837500,6.860417,0.050007,2.458040,-0.434141,-0.621311,2.408033,-0.187170,2.415296,-4.444522,210.749795,92.366537,2.708407,
saccade,0.016667,3293.000000,3301.000000,6.858333,6.875000,2.686247,1.718749,-0.643595,-0.524688,-0.967498,0.118906,0.974777,172.993425,136.212057,47.685837,1.164398,
saccade,0.018750,3422.000000,3431.000000,7.127083,7.145833,2.413845,1.858378,-0.586776,-0.547418,-0.555468,0.039357,0.556860,175.947100,136.357088,25.372915,0.556860,
saccade,0.035417,3422.000000,3439.000000,7.127083,7.162500,2.413845,0.854790,-0.586776,-0.505140,-1.559055,0.081636,1.561191,177.002597,136.357088,36.409639,1.685552,
saccade,0.022917,3428.000000,3439.000000,7.139583,7.162500,2.535251,0.854790,-0.572373,-0.505140,-1.680461,0.067233,1.681805,177.708893,136.357088,41.578881,1.806251,
saccade,0.010417,3434.000000,3439.000000,7.152083,7.162500,1.064229,0.854790,-0.518862,-0.505140,-0.209438,0.013722,0.209887,176.251521,98.718935,15.050888,0.334256,
saccade,0.095833,3531.000000,3577.000000,7.354167,7.450000,0.733865,-0.247261,-0.419040,-0.256521,-0.981126,0.162519,0.994495,170.594608,14.449037,7.998165,0.994495,
saccade,0.018750,3586.000000,3595.000000,7.468750,7.487500,-0.263607,-0.138146,-0.259088,-0.294509,0.125462,-0.035421,0.130366,-15.765651,9.824199,4.091381,0.130366,
saccade,0.016667,3609.000000,3617.000000,7.516667,7.533333,-0.195635,-0.103994,-0.256992,-0.268290,0.091641,-0.011298,0.092335,-7.028417,10.457026,5.539801,0.103966,
